frequency_GHz,S_dB
5.975,-30.69195190271641
5.97511011011011,-30.65100833780918
5.975220220220221,-30.609984070259976
5.97533033033033,-30.568879434181532
5.97544044044044,-30.527692916571603
5.97555055055055,-30.486426489919822
5.975660660660661,-30.445079171172296
5.9757707707707715,-30.403650462576138
5.975880880880881,-30.362142255422242
5.975990990990991,-30.320552351225878
5.976101101101101,-30.278881839530804
5.976211211211211,-30.237131282895753
5.976321321321321,-30.195298871756776
5.976431431431432,-30.15338677715686
5.9765415415415415,-30.11139384382129
5.976651651651651,-30.069319920326095
5.976761761761762,-30.027166610324265
5.976871871871872,-29.984932050277536
5.976981981981982,-29.942617919448075
5.977092092092093,-29.900223522283113
5.977202202202202,-29.857748776919443
5.977312312312312,-29.81519515052142
5.977422422422422,-29.772560743896534
5.977532532532533,-29.729847397242267
5.977642642642643,-29.687054734188052
5.977752752752752,-29.64418204078879
5.977862862862863,-29.6012314286747
5.977972972972973,-29.558200970526237
5.978083083083083,-29.515092416967114
5.978193193193193,-29.47190540526335
5.978303303303304,-29.428639646080015
5.9784134134134135,-29.385296710820185
5.978523523523523,-29.3418750706493
5.978633633633634,-29.29837681246036
5.978743743743744,-29.254800762376014
5.978853853853854,-29.211147796470918
5.978963963963963,-29.16741876647231
5.979074074074074,-29.123612424291885
5.979184184184184,-29.079731544599305
5.979294294294294,-29.035774204634414
5.979404404404405,-28.991742292870512
5.9795145145145145,-28.947635399558706
5.979624624624624,-28.9034536779304
5.979734734734735,-28.859198487870998
5.979844844844845,-28.814868653765345
5.979954954954955,-28.77046706760354
5.980065065065065,-28.725992123392444
5.980175175175175,-28.681445658753717
5.980285285285285,-28.636827126326693
5.980395395395395,-28.59213713130616
5.980505505505506,-28.547377174521586
5.980615615615616,-28.502546691235047
5.980725725725726,-28.457648069957663
5.980835835835835,-28.412679145238158
5.980945945945946,-28.367642854481126
5.981056056056056,-28.322538673592618
5.981166166166166,-28.277368504163647
5.981276276276277,-28.232131590854443
5.981386386386386,-28.186828966633797
5.981496496496496,-28.141462457141827
5.981606606606607,-28.09603153632922
5.981716716716717,-28.05053777248542
5.981826826826827,-28.004981502945796
5.981936936936937,-27.95936504535787
5.982047047047047,-27.91368663359006
5.982157157157157,-27.867949330837753
5.982267267267267,-27.822154249293128
5.982377377377378,-27.776299467150878
5.982487487487488,-27.73038843695636
5.982597597597597,-27.684422668539312
5.982707707707707,-27.638401791819902
5.982817817817818,-27.592326878827407
5.982927927927928,-27.54620061704336
5.983038038038038,-27.500021949183576
5.983148148148149,-27.45379390259651
5.983258258258258,-27.40751654944284
5.983368368368368,-27.361191825416682
5.983478478478478,-27.3148202801582
5.983588588588589,-27.268404545001566
5.983698698698699,-27.22194367167674
5.983808808808809,-27.17544234722979
5.983918918918919,-27.128898194676232
5.984029029029029,-27.082316243652407
5.984139139139139,-27.03569513189226
5.98424924924925,-26.989038411637473
5.98435935935936,-26.94234663430577
5.984469469469469,-26.895621733303884
5.984579579579579,-26.848865290146094
5.98468968968969,-26.802079179266386
5.9847997997997995,-26.755264623966653
5.98490990990991,-26.70842465546545
5.985020020020021,-26.66155930021992
5.98513013013013,-26.614672303385845
5.98524024024024,-26.567764166018968
5.98535035035035,-26.52083748081283
5.985460460460461,-26.473894839582925
5.985570570570571,-26.426936578022463
5.98568068068068,-26.379967235990335
5.985790790790791,-26.332986767672224
5.9859009009009005,-26.28599878317226
5.986011011011011,-26.239004744043164
5.986121121121122,-26.192008215730596
5.986231231231232,-26.145009348795803
5.986341341341341,-26.098013043347585
5.986451451451451,-26.05102023863843
5.986561561561562,-26.00403424135851
5.9866716716716715,-25.957057416662963
5.986781781781782,-25.91009168034916
5.986891891891892,-25.86314128018391
5.987002002002002,-25.81620718358741
5.987112112112112,-25.76929350353111
5.987222222222222,-25.722403282794907
5.987332332332333,-25.675538518441442
5.987442442442443,-25.628702455575514
5.987552552552552,-25.581899469398266
5.987662662662663,-25.535130445732435
5.9877727727727725,-25.488399661474936
5.987882882882883,-25.441710972787334
5.987992992992993,-25.395067486076535
5.988103103103103,-25.34847201965252
5.988213213213213,-25.301927955607233
5.988323323323323,-25.255439122941546
5.988433433433434,-25.209009238618947
5.9885435435435435,-25.16264182971934
5.988653653653654,-25.11634065828033
5.988763763763764,-25.070108950277287
5.988873873873874,-25.02395105947282
5.988983983983984,-24.977870931466875
5.989094094094094,-24.93187255557524
5.989204204204205,-24.885959165242184
5.9893143143143135,-24.840136423016723
5.989424424424424,-24.794406612272056
5.989534534534535,-24.748775620590422
5.9896446446446445,-24.703246538790907
5.989754754754755,-24.65782411901759
5.989864864864865,-24.612513897038596
5.989974974974975,-24.567318158103973
5.990085085085085,-24.52224052924926
5.990195195195195,-24.47729325673683
5.990305305305306,-24.4324702576289
5.9904154154154154,-24.387788016014284
5.990525525525525,-24.343235682027007
5.990635635635635,-24.29883398868624
5.990745745745746,-24.254579294669448
5.990855855855856,-24.210465964156533
5.990965965965966,-24.166546009663783
5.991076076076077,-24.122732686410345
5.9911861861861855,-24.079175901075743
5.991296296296296,-24.035711251998926
5.991406406406407,-23.992458777392216
5.9915165165165165,-23.949388157692404
5.991626626626627,-23.906505334405338
5.991736736736736,-23.86382219855748
5.991846846846847,-23.821342841115545
5.991956956956957,-23.77906493729958
5.992067067067067,-23.736998933556123
5.992177177177178,-23.69515853871554
5.992287287287287,-23.6535291846021
5.992397397397397,-23.61213692528254
5.992507507507507,-23.570972445660672
5.992617617617618,-23.530058530585762
5.992727727727728,-23.489386179552838
5.992837837837838,-23.449269934541057
5.992947947947948,-23.409106228028378
5.9930580580580575,-23.36919936750072
5.993168168168168,-23.329302368242196
5.993278278278279,-23.289915113784232
5.9933883883883885,-23.250851454859493
5.993498498498499,-23.212059269003184
5.993608608608608,-23.1735634924715
5.993718718718719,-23.135370621694456
5.993828828828828,-23.09748274761526
5.993938938938939,-23.059901827993173
5.99404904904905,-23.02263107619197
5.9941591591591585,-22.985696580787916
5.994269269269269,-22.949082204704467
5.994379379379379,-22.912802887500597
5.99448948948949,-22.876868210515163
5.9945995995996,-22.841279446134124
5.99470970970971,-22.806031038112607
5.99481981981982,-22.77114171589197
5.9949299299299295,-22.736617715753653
5.99504004004004,-22.702463640656404
5.995150150150151,-22.668683099125325
5.9952602602602605,-22.63527896413754
5.99537037037037,-22.602259678609755
5.99548048048048,-22.569628447657514
5.995590590590591,-22.537393978534936
5.9957007007007,-22.505557570896244
5.995810810810811,-22.474126716310387
5.995920920920922,-22.443105732511768
5.9960310310310305,-22.412499400300803
5.996141141141141,-22.38231341699916
5.996251251251251,-22.35255088227366
5.9963613613613616,-22.323218789099414
5.996471471471472,-22.294317757213562
5.996581581581581,-22.26585556857843
5.996691691691692,-22.23783184081843
5.9968018018018014,-22.21025862884452
5.996911911911912,-22.18313691951166
5.997022022022022,-22.156460545770962
5.9971321321321325,-22.130249354528864
5.997242242242242,-22.104493593539097
5.997352352352352,-22.079204738726368
5.997462462462463,-22.054386135655946
5.997572572572572,-22.03003473622588
5.997682682682683,-22.006152876796534
5.997792792792793,-21.982756716291277
5.9979029029029025,-21.959838140142864
5.998013013013013,-21.93739230499473
5.998123123123123,-21.91544331228765
5.9982332332332335,-21.893964936629715
5.998343343343343,-21.872986185732096
5.998453453453453,-21.852494875759348
5.998563563563564,-21.832485765982206
5.998673673673673,-21.81298710771904
5.998783783783784,-21.793960930473773
5.998893893893894,-21.77544184717216
5.9990040040040045,-21.757417562977615
5.999114114114114,-21.73988559695519
5.999224224224224,-21.722861159152693
5.999334334334335,-21.706305145602542
5.999444444444444,-21.690277935214425
5.999554554554555,-21.67473677385007
5.999664664664664,-21.659687590808318
5.9997747747747745,-21.64512822668783
5.999884884884885,-21.631063459264
5.999994994994995,-21.617500263604043
6.0001051051051055,-21.604437923991426
6.000215215215215,-21.591849422944087
6.000325325325325,-21.579769326159848
6.000435435435436,-21.568206365270584
6.000545545545545,-21.557095702499282
6.000655655655656,-21.546469241422713
6.000765765765766,-21.536324450748694
6.000875875875876,-21.526579106210455
6.000985985985985,-21.517393409273986
6.001096096096096,-21.50871415551692
6.001206206206207,-21.50047908708799
6.001316316316316,-21.492709970901053
6.001426426426427,-21.485403755382997
6.001536536536536,-21.478563984843845
6.0016466466466465,-21.472183023587313
6.001756756756757,-21.466252663346587
6.001866866866867,-21.460781407859372
6.0019769769769775,-21.455755997193044
6.002087087087086,-21.45116537491014
6.002197197197197,-21.447021951817042
6.002307307307308,-21.443316265261736
6.002417417417417,-21.440035467166886
6.002527527527528,-21.43718375738473
6.002637637637638,-21.43475216087353
6.0027477477477476,-21.432736357391505
6.002857857857857,-21.431133946009766
6.002967967967968,-21.429938021442865
6.003078078078079,-21.429143559500297
6.003188188188188,-21.428745309823995
6.003298298298298,-21.428738130997814
6.003408408408408,-21.42911663660265
6.0035185185185185,-21.429875388688437
6.003628628628629,-21.431008624596956
6.003738738738739,-21.43250972987316
6.0038488488488495,-21.434379422485677
6.003958958958958,-21.43660168656504
6.004069069069069,-21.439177599992277
6.004179179179179,-21.442100382910226
6.004289289289289,-21.445361500061935
6.0043993993994,-21.44896036658477
6.004509509509509,-21.45288679172723
6.0046196196196195,-21.457133364555744
6.004729729729729,-21.46169841908565
6.00483983983984,-21.466573310259854
6.004949949949951,-21.471750365217908
6.00506006006006,-21.477230626266717
6.00517017017017,-21.48299796598139
6.00528028028028,-21.489055644196277
6.0053903903903905,-21.495394203440682
6.005500500500501,-21.502020712553076
6.005610610610611,-21.508855286859813
6.005720720720721,-21.516060856811947
6.00583083083083,-21.5234603818393
6.005940940940941,-21.531038991747067
6.006051051051051,-21.53900177180777
6.006161161161161,-21.547131847035885
6.006271271271272,-21.55546170482961
6.006381381381381,-21.564043623193015
6.0064914914914915,-21.57286005380554
6.006601601601601,-21.581880219909564
6.006711711711712,-21.59111257499979
6.006821821821823,-21.600547626554942
6.006931931931931,-21.61018270410716
6.007042042042042,-21.620002477552404
6.007152152152152,-21.630008749325953
6.0072622622622625,-21.64019853411886
6.007372372372372,-21.65056119330839
6.007482482482483,-21.661095195812557
6.007592592592593,-21.67183455611802
6.007702702702702,-21.682646751970154
6.007812812812813,-21.69364337682525
6.007922922922923,-21.70480154773535
6.008033033033033,-21.71610097882386
6.008143143143143,-21.727527318183277
6.008253253253253,-21.739097974014776
6.0083633633633635,-21.75078750133575
6.008473473473473,-21.76259489964397
6.008583583583584,-21.774521306402058
6.0086936936936945,-21.786567780933517
6.008803803803803,-21.79871224527983
6.008913913913914,-21.810961747199997
6.009024024024024,-21.823308469453877
6.009134134134134,-21.83574772248241
6.009244244244244,-21.848275298299818
6.009354354354354,-21.86088648301039
6.009464464464465,-21.87357667619306
6.009574574574574,-21.886284450207476
6.009684684684685,-21.899177211061776
6.009794794794795,-21.912136239303628
6.009904904904905,-21.925099868387584
6.010015015015014,-21.938121312897366
6.010125125125125,-21.95113909465782
6.0102352352352355,-21.96426406476335
6.010345345345345,-21.977434770627397
6.010455455455456,-21.99064774112621
6.010565565565565,-22.003898554137365
6.010675675675675,-22.017183906005407
6.010785785785786,-22.030500247145767
6.010895895895896,-22.043843319816332
6.011006006006006,-22.05721022438526
6.011116116116116,-22.07059739339605
6.011226226226226,-22.084000720324475
6.011336336336337,-22.09741788304848
