frequency_GHz,S_dB
5.975,-35.85258863827616
5.97511011011011,-35.82072152806512
5.975220220220221,-35.78881579784675
5.97533033033033,-35.75687083418015
5.97544044044044,-35.724887721931
5.97555055055055,-35.69286559891573
5.975660660660661,-35.66080514605858
5.9757707707707715,-35.62870567482703
5.975880880880881,-35.596568184488746
5.975990990990991,-35.56439206911932
5.976101101101101,-35.53217780471155
5.976211211211211,-35.499924976648046
5.976321321321321,-35.467634173934485
5.976431431431432,-35.43530539540443
5.9765415415415415,-35.40293855426532
5.976651651651651,-35.3705334493617
5.976761761761762,-35.33809082683375
5.976871871871872,-35.30561058773216
5.976981981981982,-35.27309236655057
5.977092092092093,-35.24053869266194
5.977202202202202,-35.20794390827304
5.977312312312312,-35.17531320509951
5.977422422422422,-35.14264570969972
5.977532532532533,-35.10994091453202
5.977642642642643,-35.0772484255166
5.977752752752752,-35.04441766588323
5.977862862862863,-35.01160405729502
5.977972972972973,-34.978762000234596
5.978083083083083,-34.94588487194305
5.978193193193193,-34.912927307584965
5.978303303303304,-34.88000953290738
5.9784134134134135,-34.846947818330136
5.978523523523523,-34.81392469216944
5.978633633633634,-34.780876339157786
5.978743743743744,-34.7477707187401
5.978853853853854,-34.714629931412134
5.978963963963963,-34.6814450218354
5.979074074074074,-34.64824195474898
5.979184184184184,-34.61498506998453
5.979294294294294,-34.581756064007806
5.979404404404405,-34.54839662307646
5.9795145145145145,-34.51504849255788
5.979624624624624,-34.48165863768949
5.979734734734735,-34.448237962485436
5.979844844844845,-34.41478645138733
5.979954954954955,-34.38129707014893
5.980065065065065,-34.34777434264875
5.980175175175175,-34.31421958847491
5.980285285285285,-34.28063074141774
5.980395395395395,-34.247011680438504
5.980505505505506,-34.213352928967
5.980615615615616,-34.17966687140866
5.980725725725726,-34.14592760894192
5.980835835835835,-34.11223050842352
5.980945945945946,-34.07836484034681
5.981056056056056,-34.044537600712886
5.981166166166166,-34.01068002904505
5.981276276276277,-33.97694781514758
5.981386386386386,-33.94287182049351
5.981496496496496,-33.90911488934043
5.981606606606607,-33.87494229194236
5.981716716716717,-33.84093226527451
5.981826826826827,-33.80689268262242
5.981936936936937,-33.77282317264698
5.982047047047047,-33.73872456100655
5.982157157157157,-33.70459709045253
5.982267267267267,-33.6704405875571
5.982377377377378,-33.63625556712738
5.982487487487488,-33.60236727377235
5.982597597597597,-33.5681385251732
5.982707707707707,-33.53388175201863
5.982817817817818,-33.49923707396297
5.982927927927928,-33.46510039242876
5.983038038038038,-33.430564437790395
5.983148148148149,-33.39618870789949
5.983258258258258,-33.36178663242482
5.983368368368368,-33.32756462843909
5.983478478478478,-33.2929059593317
5.983588588588589,-33.25842794492061
5.983698698698699,-33.223925334389364
5.983808808808809,-33.18939853927819
5.983918918918919,-33.154847844965474
5.984029029029029,-33.120273638887085
5.984139139139139,-33.08567637502527
5.98424924924925,-33.0510563579086
5.98435935935936,-33.01641409758545
5.984469469469469,-32.981750020499376
5.984579579579579,-32.94706440649474
5.98468968968969,-32.91235763519798
5.9847997997997995,-32.87763039092293
