frequency_GHz,S_dB
5.975,-46.3669432037275
5.97511011011011,-46.336683655106555
5.975220220220221,-46.30638612461594
5.97533033033033,-46.276039807617266
5.97544044044044,-46.24565201828628
5.97555055055055,-46.21522200953255
5.975660660660661,-46.18474727464323
5.9757707707707715,-46.15423416929538
5.975880880880881,-46.123672667875894
5.975990990990991,-46.09306987634584
5.976101101101101,-46.06242408464824
5.976211211211211,-46.031735389512065
5.976321321321321,-46.00100186802712
5.976431431431432,-45.97022360208899
5.9765415415415415,-45.93940587308937
5.976651651651651,-45.9085428037218
5.976761761761762,-45.877632610267156
5.976871871871872,-45.84668264370474
5.976981981981982,-45.815686503309706
5.977092092092093,-45.78464761173622
5.977202202202202,-45.753564692046965
5.977312312312312,-45.722438436702475
5.977422422422422,-45.69126458502711
5.977532532532533,-45.660049826392935
5.977642642642643,-45.62878946219742
5.977752752752752,-45.5975027097094
5.977862862862863,-45.56613364474339
5.977972972972973,-45.534740478250896
5.978083083083083,-45.50330126763649
5.978193193193193,-45.47183216902803
5.978303303303304,-45.440290431592615
5.9784134134134135,-45.40871469380892
5.978523523523523,-45.37709791879492
5.978633633633634,-45.34543473917002
5.978743743743744,-45.31372794987867
5.978853853853854,-45.281970614387674
5.978963963963963,-45.25018392621223
5.979074074074074,-45.21832895846211
5.979184184184184,-45.18644170880822
5.979294294294294,-45.154504649581156
5.979404404404405,-45.12252723357129
5.9795145145145145,-45.090504159942796
5.979624624624624,-45.05842531204097
5.979734734734735,-45.02630318350117
5.979844844844845,-44.9941448036557
5.979954954954955,-44.961921170198366
5.980065065065065,-44.92967600891379
5.980175175175175,-44.89737343990002
5.980285285285285,-44.86502121012586
5.980395395395395,-44.83261870365287
5.980505505505506,-44.80018690249544
5.980615615615616,-44.76769735703664
5.980725725725726,-44.735162321415004
5.980835835835835,-44.70258416149363
5.980945945945946,-44.66996041442549
5.981056056056056,-44.63728653925182
5.981166166166166,-44.604558988596324
5.981276276276277,-44.57181371349789
5.981386386386386,-44.537965915183435
5.981496496496496,-44.50601659815801
5.981606606606607,-44.47319494874097
